TransactionID,CustomerID,TransactionDate,Amount,Category,DayOfWeek,Month,Hour,PriceRange
667,1850,2023-01-28 19:00:00,44.46,Electronics,5,1,19,Low
668,1008,2023-01-28 20:00:00,245.49,Electronics,5,1,20,Medium
669,2410,2023-01-28 21:00:00,415.18,Health,5,1,21,High
670,2407,2023-01-28 22:00:00,215.78,Electronics,5,1,22,Medium
671,1489,2023-01-28 23:00:00,419.09,Groceries,5,1,23,High
672,4296,2023-01-29 00:00:00,437.36,Electronics,6,1,0,High
673,4075,2023-01-29 01:00:00,67.13,Clothing,6,1,1,Low
674,2619,2023-01-29 02:00:00,286.97,Clothing,6,1,2,Medium
675,4400,2023-01-29 03:00:00,240.14,Electronics,6,1,3,Medium
676,4677,2023-01-29 04:00:00,212.57,Health,6,1,4,Medium
677,1253,2023-01-29 05:00:00,200.66,Clothing,6,1,5,Medium
678,4588,2023-01-29 06:00:00,436.81,Health,6,1,6,High
679,4184,2023-01-29 07:00:00,385.05,Health,6,1,7,High
680,4897,2023-01-29 08:00:00,480.03,Clothing,6,1,8,High
681,3585,2023-01-29 09:00:00,130.46,Clothing,6,1,9,Medium
682,2474,2023-01-29 10:00:00,472.41,Clothing,6,1,10,High
683,1326,2023-01-29 11:00:00,487.36,Groceries,6,1,11,High
684,3168,2023-01-29 12:00:00,204.57,Electronics,6,1,12,Medium
685,2782,2023-01-29 13:00:00,172.2,Electronics,6,1,13,Medium
686,1109,2023-01-29 14:00:00,415.37,Groceries,6,1,14,High
687,2978,2023-01-29 15:00:00,424.94,Electronics,6,1,15,High
688,1323,2023-01-29 16:00:00,258.85,Health,6,1,16,Medium
689,3920,2023-01-29 17:00:00,128.92,Health,6,1,17,Medium
690,4821,2023-01-29 18:00:00,421.47,Health,6,1,18,High
691,2167,2023-01-29 19:00:00,67.98,Clothing,6,1,19,Low
692,3501,2023-01-29 20:00:00,388.46,Clothing,6,1,20,High
693,2558,2023-01-29 21:00:00,495.92,Health,6,1,21,High
694,2942,2023-01-29 22:00:00,247.87,Electronics,6,1,22,Medium
695,1605,2023-01-29 23:00:00,95.88,Electronics,6,1,23,Low
696,1063,2023-01-30 00:00:00,8.54,Clothing,0,1,0,Low
697,3230,2023-01-30 01:00:00,238.33,Groceries,0,1,1,Medium
698,4247,2023-01-30 02:00:00,188.37,Groceries,0,1,2,Medium
699,1614,2023-01-30 03:00:00,393.34,Electronics,0,1,3,High
700,4666,2023-01-30 04:00:00,235.57,Clothing,0,1,4,Medium
701,2543,2023-01-30 05:00:00,360.79,Health,0,1,5,High
702,2110,2023-01-30 06:00:00,460.6,Groceries,0,1,6,High
703,2747,2023-01-30 07:00:00,445.38,Health,0,1,7,High
704,2907,2023-01-30 08:00:00,389.53,Clothing,0,1,8,High
705,4269,2023-01-30 09:00:00,482.84,Groceries,0,1,9,High
706,1083,2023-01-30 10:00:00,411.45,Health,0,1,10,High
707,1451,2023-01-30 11:00:00,206.97,Electronics,0,1,11,Medium
708,2694,2023-01-30 12:00:00,111.26,Electronics,0,1,12,Medium
709,3514,2023-01-30 13:00:00,382.96,Groceries,0,1,13,High
710,3922,2023-01-30 14:00:00,436.27,Health,0,1,14,High
711,3620,2023-01-30 15:00:00,420.67,Health,0,1,15,High
712,4455,2023-01-30 16:00:00,415.46,Electronics,0,1,16,High
713,3512,2023-01-30 17:00:00,185.72,Clothing,0,1,17,Medium
714,3844,2023-01-30 18:00:00,134.51,Electronics,0,1,18,Medium
715,1068,2023-01-30 19:00:00,386.76,Groceries,0,1,19,High
716,2311,2023-01-30 20:00:00,343.5,Clothing,0,1,20,High
717,4053,2023-01-30 21:00:00,272.42,Clothing,0,1,21,Medium
718,3541,2023-01-30 22:00:00,407.15,Clothing,0,1,22,High
719,3353,2023-01-30 23:00:00,382.07,Groceries,0,1,23,High
720,2478,2023-01-31 00:00:00,180.46,Electronics,1,1,0,Medium
721,4134,2023-01-31 01:00:00,446.91,Clothing,1,1,1,High
722,3672,2023-01-31 02:00:00,57.46,Clothing,1,1,2,Low
723,1658,2023-01-31 03:00:00,366.47,Clothing,1,1,3,High
724,4158,2023-01-31 04:00:00,298.81,Health,1,1,4,Medium
725,3704,2023-01-31 05:00:00,391.71,Electronics,1,1,5,High
726,2169,2023-01-31 06:00:00,104.02,Clothing,1,1,6,Medium
727,4790,2023-01-31 07:00:00,250.57,Health,1,1,7,Medium
728,3448,2023-01-31 08:00:00,38.33,Clothing,1,1,8,Low
729,4734,2023-01-31 09:00:00,384.99,Health,1,1,9,High
730,3664,2023-01-31 10:00:00,358.32,Clothing,1,1,10,High
731,2253,2023-01-31 11:00:00,120.42,Health,1,1,11,Medium
732,2716,2023-01-31 12:00:00,209.84,Clothing,1,1,12,Medium
733,4410,2023-01-31 13:00:00,185.14,Health,1,1,13,Medium
734,4100,2023-01-31 14:00:00,487.6,Health,1,1,14,High
735,3603,2023-01-31 15:00:00,150.82,Clothing,1,1,15,Medium
736,1384,2023-01-31 16:00:00,348.78,Electronics,1,1,16,High
737,3611,2023-01-31 17:00:00,272.47,Electronics,1,1,17,Medium
738,3448,2023-01-31 18:00:00,193.13,Health,1,1,18,Medium
739,4577,2023-01-31 19:00:00,360.76,Electronics,1,1,19,High
740,3111,2023-01-31 20:00:00,83.07,Health,1,1,20,Low
741,1660,2023-01-31 21:00:00,246.29,Clothing,1,1,21,Medium
742,1033,2023-01-31 22:00:00,114.21,Health,1,1,22,Medium
743,3205,2023-01-31 23:00:00,324.69,Clothing,1,1,23,High
744,3351,2023-02-01 00:00:00,153.8,Clothing,2,2,0,Medium
745,2806,2023-02-01 01:00:00,152.02,Groceries,2,2,1,Medium
746,4932,2023-02-01 02:00:00,12.71,Groceries,2,2,2,Low
747,3329,2023-02-01 03:00:00,327.11,Clothing,2,2,3,High
748,1962,2023-02-01 04:00:00,469.8,Groceries,2,2,4,High
749,3047,2023-02-01 05:00:00,325.44,Groceries,2,2,5,High
750,2024,2023-02-01 06:00:00,335.46,Electronics,2,2,6,High
751,1492,2023-02-01 07:00:00,77.16,Health,2,2,7,Low
752,2439,2023-02-01 08:00:00,178.52,Electronics,2,2,8,Medium
753,1768,2023-02-01 09:00:00,487.31,Clothing,2,2,9,High
754,2786,2023-02-01 10:00:00,174.58,Groceries,2,2,10,Medium
755,4130,2023-02-01 11:00:00,335.59,Groceries,2,2,11,High
756,2230,2023-02-01 12:00:00,166.29,Electronics,2,2,12,Medium
757,2825,2023-02-01 13:00:00,219.58,Clothing,2,2,13,Medium
758,2353,2023-02-01 14:00:00,20.81,Groceries,2,2,14,Low
759,3735,2023-02-01 15:00:00,170.03,Electronics,2,2,15,Medium
760,1584,2023-02-01 16:00:00,289.98,Groceries,2,2,16,Medium
761,1107,2023-02-01 17:00:00,350.35,Electronics,2,2,17,High
762,1955,2023-02-01 18:00:00,393.78,Clothing,2,2,18,High
763,1894,2023-02-01 19:00:00,253.4,Clothing,2,2,19,Medium
764,1542,2023-02-01 20:00:00,499.63,Groceries,2,2,20,High
765,4720,2023-02-01 21:00:00,371.63,Electronics,2,2,21,High
766,4011,2023-02-01 22:00:00,113.61,Electronics,2,2,22,Medium
767,4712,2023-02-01 23:00:00,58.25,Electronics,2,2,23,Low
768,3647,2023-02-02 00:00:00,359.56,Electronics,3,2,0,High
769,2387,2023-02-02 01:00:00,448.05,Electronics,3,2,1,High
770,2492,2023-02-02 02:00:00,92.14,Electronics,3,2,2,Low
771,1175,2023-02-02 03:00:00,387.12,Groceries,3,2,3,High
772,1386,2023-02-02 04:00:00,127.33,Clothing,3,2,4,Medium
773,4494,2023-02-02 05:00:00,173.85,Clothing,3,2,5,Medium
774,2022,2023-02-02 06:00:00,106.52,Electronics,3,2,6,Medium
775,1872,2023-02-02 07:00:00,357.32,Groceries,3,2,7,High
776,2932,2023-02-02 08:00:00,433.31,Health,3,2,8,High
777,3350,2023-02-02 09:00:00,218.95,Groceries,3,2,9,Medium
778,2793,2023-02-02 10:00:00,136.25,Groceries,3,2,10,Medium
779,1510,2023-02-02 11:00:00,129.23,Health,3,2,11,Medium
780,2197,2023-02-02 12:00:00,20.31,Electronics,3,2,12,Low
781,4288,2023-02-02 13:00:00,368.74,Groceries,3,2,13,High
782,4294,2023-02-02 14:00:00,261.04,Health,3,2,14,Medium
783,3777,2023-02-02 15:00:00,407.06,Electronics,3,2,15,High
784,1829,2023-02-02 16:00:00,267.42,Clothing,3,2,16,Medium
785,2440,2023-02-02 17:00:00,422.59,Electronics,3,2,17,High
786,4502,2023-02-02 18:00:00,314.13,Groceries,3,2,18,High
787,2322,2023-02-02 19:00:00,121.86,Groceries,3,2,19,Medium
788,1377,2023-02-02 20:00:00,273.3,Clothing,3,2,20,Medium
789,4413,2023-02-02 21:00:00,240.84,Health,3,2,21,Medium
790,2429,2023-02-02 22:00:00,176.7,Health,3,2,22,Medium
791,2830,2023-02-02 23:00:00,121.55,Health,3,2,23,Medium
792,2274,2023-02-03 00:00:00,488.22,Health,4,2,0,High
793,2401,2023-02-03 01:00:00,482.85,Electronics,4,2,1,High
794,2819,2023-02-03 02:00:00,163.75,Clothing,4,2,2,Medium
795,3998,2023-02-03 03:00:00,58.38,Electronics,4,2,3,Low
796,2683,2023-02-03 04:00:00,58.38,Health,4,2,4,Low
797,1087,2023-02-03 05:00:00,111.7,Clothing,4,2,5,Medium
798,2791,2023-02-03 06:00:00,147.01,Groceries,4,2,6,Medium
799,1118,2023-02-03 07:00:00,272.42,Health,4,2,7,Medium
800,3233,2023-02-03 08:00:00,297.55,Clothing,4,2,8,Medium
801,2125,2023-02-03 09:00:00,144.44,Clothing,4,2,9,Medium
802,3143,2023-02-03 10:00:00,310.88,Clothing,4,2,10,High
803,4189,2023-02-03 11:00:00,115.13,Groceries,4,2,11,Medium
804,1967,2023-02-03 12:00:00,253.94,Groceries,4,2,12,Medium
805,4688,2023-02-03 13:00:00,49.84,Electronics,4,2,13,Low
806,3702,2023-02-03 14:00:00,103.95,Electronics,4,2,14,Medium
807,1999,2023-02-03 15:00:00,405.36,Health,4,2,15,High
808,3679,2023-02-03 16:00:00,134.18,Clothing,4,2,16,Medium
809,1818,2023-02-03 17:00:00,365.92,Groceries,4,2,17,High
810,2221,2023-02-03 18:00:00,255.65,Groceries,4,2,18,Medium
811,2989,2023-02-03 19:00:00,430.99,Electronics,4,2,19,High
812,4155,2023-02-03 20:00:00,284.62,Electronics,4,2,20,Medium
813,2281,2023-02-03 21:00:00,297.83,Groceries,4,2,21,Medium
814,4050,2023-02-03 22:00:00,24.49,Electronics,4,2,22,Low
815,2357,2023-02-03 23:00:00,386.77,Health,4,2,23,High
816,1040,2023-02-04 00:00:00,331.19,Groceries,5,2,0,High
817,2498,2023-02-04 01:00:00,211.94,Clothing,5,2,1,Medium
818,4490,2023-02-04 02:00:00,402.2,Groceries,5,2,2,High
819,4678,2023-02-04 03:00:00,431.67,Groceries,5,2,3,High
820,4700,2023-02-04 04:00:00,356.69,Electronics,5,2,4,High
821,2348,2023-02-04 05:00:00,417.04,Groceries,5,2,5,High
822,3633,2023-02-04 06:00:00,125.42,Health,5,2,6,Medium
823,3918,2023-02-04 07:00:00,74.22,Clothing,5,2,7,Low
824,3967,2023-02-04 08:00:00,172.92,Groceries,5,2,8,Medium
825,4059,2023-02-04 09:00:00,305.96,Health,5,2,9,High
826,3522,2023-02-04 10:00:00,233.7,Clothing,5,2,10,Medium
827,4244,2023-02-04 11:00:00,61.95,Clothing,5,2,11,Low
828,3378,2023-02-04 12:00:00,421.89,Health,5,2,12,High
829,2069,2023-02-04 13:00:00,5.59,Electronics,5,2,13,Low
830,4467,2023-02-04 14:00:00,188.11,Clothing,5,2,14,Medium
831,4078,2023-02-04 15:00:00,169.87,Clothing,5,2,15,Medium
832,3602,2023-02-04 16:00:00,295.6,Clothing,5,2,16,Medium
833,2936,2023-02-04 17:00:00,408.45,Groceries,5,2,17,High
834,3945,2023-02-04 18:00:00,23.33,Clothing,5,2,18,Low
835,2887,2023-02-04 19:00:00,300.05,Health,5,2,19,High
836,1480,2023-02-04 20:00:00,328.16,Groceries,5,2,20,High
837,3498,2023-02-04 21:00:00,397.04,Health,5,2,21,High
838,2822,2023-02-04 22:00:00,195.6,Health,5,2,22,Medium
839,2966,2023-02-04 23:00:00,141.15,Groceries,5,2,23,Medium
840,3806,2023-02-05 00:00:00,416.8,Clothing,6,2,0,High
841,2563,2023-02-05 01:00:00,180.02,Clothing,6,2,1,Medium
842,4771,2023-02-05 02:00:00,409.17,Groceries,6,2,2,High
843,3861,2023-02-05 03:00:00,286.66,Electronics,6,2,3,Medium
844,4582,2023-02-05 04:00:00,267.74,Health,6,2,4,Medium
845,1632,2023-02-05 05:00:00,11.68,Groceries,6,2,5,Low
846,1213,2023-02-05 06:00:00,318.92,Clothing,6,2,6,High
847,4361,2023-02-05 07:00:00,345.22,Health,6,2,7,High
848,4217,2023-02-05 08:00:00,145.7,Clothing,6,2,8,Medium
849,3267,2023-02-05 09:00:00,170.35,Clothing,6,2,9,Medium
850,2511,2023-02-05 10:00:00,474.17,Groceries,6,2,10,High
851,1274,2023-02-05 11:00:00,267.96,Electronics,6,2,11,Medium
852,2014,2023-02-05 12:00:00,128.74,Groceries,6,2,12,Medium
853,2624,2023-02-05 13:00:00,427.78,Groceries,6,2,13,High
854,2960,2023-02-05 14:00:00,36.44,Electronics,6,2,14,Low
855,2974,2023-02-05 15:00:00,163.11,Health,6,2,15,Medium
856,4698,2023-02-05 16:00:00,495.98,Health,6,2,16,High
857,3654,2023-02-05 17:00:00,300.19,Clothing,6,2,17,High
858,2150,2023-02-05 18:00:00,26.65,Groceries,6,2,18,Low
859,1899,2023-02-05 19:00:00,199.66,Electronics,6,2,19,Medium
860,2814,2023-02-05 20:00:00,190.53,Health,6,2,20,Medium
861,3965,2023-02-05 21:00:00,456.67,Clothing,6,2,21,High
862,3181,2023-02-05 22:00:00,36.0,Electronics,6,2,22,Low
863,4135,2023-02-05 23:00:00,290.44,Electronics,6,2,23,Medium
864,2184,2023-02-06 00:00:00,302.98,Groceries,0,2,0,High
865,3365,2023-02-06 01:00:00,24.86,Electronics,0,2,1,Low
866,1299,2023-02-06 02:00:00,422.46,Electronics,0,2,2,High
867,2220,2023-02-06 03:00:00,499.1,Health,0,2,3,High
868,4040,2023-02-06 04:00:00,409.27,Health,0,2,4,High
869,3599,2023-02-06 05:00:00,310.26,Groceries,0,2,5,High
870,2043,2023-02-06 06:00:00,398.4,Clothing,0,2,6,High
871,4617,2023-02-06 07:00:00,11.78,Health,0,2,7,Low
872,2567,2023-02-06 08:00:00,338.5,Clothing,0,2,8,High
873,1253,2023-02-06 09:00:00,320.16,Health,0,2,9,High
874,4176,2023-02-06 10:00:00,388.2,Electronics,0,2,10,High
875,1283,2023-02-06 11:00:00,396.56,Electronics,0,2,11,High
876,2491,2023-02-06 12:00:00,447.47,Health,0,2,12,High
877,3720,2023-02-06 13:00:00,218.01,Health,0,2,13,Medium
878,1935,2023-02-06 14:00:00,54.45,Health,0,2,14,Low
879,3196,2023-02-06 15:00:00,85.49,Electronics,0,2,15,Low
880,1455,2023-02-06 16:00:00,88.45,Groceries,0,2,16,Low
881,3545,2023-02-06 17:00:00,180.84,Clothing,0,2,17,Medium
882,1907,2023-02-06 18:00:00,149.64,Clothing,0,2,18,Medium
883,3200,2023-02-06 19:00:00,457.39,Health,0,2,19,High
884,2437,2023-02-06 20:00:00,275.05,Clothing,0,2,20,Medium
885,3897,2023-02-06 21:00:00,174.12,Electronics,0,2,21,Medium
886,4369,2023-02-06 22:00:00,354.14,Groceries,0,2,22,High
887,3103,2023-02-06 23:00:00,316.16,Health,0,2,23,High
888,2629,2023-02-07 00:00:00,367.49,Health,1,2,0,High
889,1230,2023-02-07 01:00:00,294.5,Clothing,1,2,1,Medium
890,1104,2023-02-07 02:00:00,462.61,Groceries,1,2,2,High
891,4121,2023-02-07 03:00:00,177.74,Groceries,1,2,3,Medium
892,2528,2023-02-07 04:00:00,472.99,Electronics,1,2,4,High
893,3718,2023-02-07 05:00:00,198.73,Electronics,1,2,5,Medium
894,2633,2023-02-07 06:00:00,31.51,Health,1,2,6,Low
895,2261,2023-02-07 07:00:00,304.54,Groceries,1,2,7,High
896,4984,2023-02-07 08:00:00,54.7,Groceries,1,2,8,Low
897,4261,2023-02-07 09:00:00,330.84,Health,1,2,9,High
898,4867,2023-02-07 10:00:00,397.33,Clothing,1,2,10,High
899,2768,2023-02-07 11:00:00,461.32,Electronics,1,2,11,High
900,3875,2023-02-07 12:00:00,183.38,Electronics,1,2,12,Medium
901,1643,2023-02-07 13:00:00,171.86,Health,1,2,13,Medium
902,3916,2023-02-07 14:00:00,420.34,Health,1,2,14,High
903,3521,2023-02-07 15:00:00,343.39,Electronics,1,2,15,High
904,4438,2023-02-07 16:00:00,160.84,Electronics,1,2,16,Medium
905,2271,2023-02-07 17:00:00,104.22,Electronics,1,2,17,Medium
906,3361,2023-02-07 18:00:00,311.07,Groceries,1,2,18,High
907,3376,2023-02-07 19:00:00,277.5,Electronics,1,2,19,Medium
908,4703,2023-02-07 20:00:00,205.26,Clothing,1,2,20,Medium
909,2161,2023-02-07 21:00:00,174.93,Clothing,1,2,21,Medium
910,2496,2023-02-07 22:00:00,439.25,Health,1,2,22,High
911,1702,2023-02-07 23:00:00,107.61,Groceries,1,2,23,Medium
912,1621,2023-02-08 00:00:00,356.38,Health,2,2,0,High
913,4027,2023-02-08 01:00:00,258.97,Clothing,2,2,1,Medium
914,2519,2023-02-08 02:00:00,191.16,Clothing,2,2,2,Medium
915,3931,2023-02-08 03:00:00,470.5,Groceries,2,2,3,High
916,4804,2023-02-08 04:00:00,185.69,Electronics,2,2,4,Medium
917,4832,2023-02-08 05:00:00,124.75,Clothing,2,2,5,Medium
918,4378,2023-02-08 06:00:00,62.2,Electronics,2,2,6,Low
919,2376,2023-02-08 07:00:00,205.24,Clothing,2,2,7,Medium
920,1618,2023-02-08 08:00:00,231.5,Clothing,2,2,8,Medium
921,4967,2023-02-08 09:00:00,274.39,Clothing,2,2,9,Medium
922,1678,2023-02-08 10:00:00,433.86,Clothing,2,2,10,High
923,1070,2023-02-08 11:00:00,258.4,Health,2,2,11,Medium
924,3696,2023-02-08 12:00:00,496.36,Electronics,2,2,12,High
925,2158,2023-02-08 13:00:00,78.87,Clothing,2,2,13,Low
926,3832,2023-02-08 14:00:00,229.9,Health,2,2,14,Medium
927,2637,2023-02-08 15:00:00,143.77,Health,2,2,15,Medium
928,1065,2023-02-08 16:00:00,121.87,Clothing,2,2,16,Medium
929,3862,2023-02-08 17:00:00,33.9,Electronics,2,2,17,Low
930,4212,2023-02-08 18:00:00,407.75,Health,2,2,18,High
931,2645,2023-02-08 19:00:00,339.61,Clothing,2,2,19,High
932,4107,2023-02-08 20:00:00,55.78,Electronics,2,2,20,Low
933,4882,2023-02-08 21:00:00,487.39,Electronics,2,2,21,High
934,1418,2023-02-08 22:00:00,292.15,Groceries,2,2,22,Medium
935,3235,2023-02-08 23:00:00,10.72,Health,2,2,23,Low
936,2101,2023-02-09 00:00:00,257.78,Clothing,3,2,0,Medium
937,1036,2023-02-09 01:00:00,303.93,Groceries,3,2,1,High
938,3204,2023-02-09 02:00:00,223.26,Clothing,3,2,2,Medium
939,4892,2023-02-09 03:00:00,90.93,Electronics,3,2,3,Low
940,4810,2023-02-09 04:00:00,478.39,Electronics,3,2,4,High
941,3352,2023-02-09 05:00:00,111.23,Groceries,3,2,5,Medium
942,3628,2023-02-09 06:00:00,68.15,Health,3,2,6,Low
943,2737,2023-02-09 07:00:00,233.39,Electronics,3,2,7,Medium
944,4358,2023-02-09 08:00:00,466.39,Health,3,2,8,High
945,3501,2023-02-09 09:00:00,319.54,Groceries,3,2,9,High
946,3276,2023-02-09 10:00:00,343.37,Clothing,3,2,10,High
947,4269,2023-02-09 11:00:00,314.24,Electronics,3,2,11,High
948,1125,2023-02-09 12:00:00,152.51,Clothing,3,2,12,Medium
949,4341,2023-02-09 13:00:00,338.93,Health,3,2,13,High
950,4634,2023-02-09 14:00:00,439.28,Groceries,3,2,14,High
951,2110,2023-02-09 15:00:00,204.35,Groceries,3,2,15,Medium
952,1610,2023-02-09 16:00:00,201.8,Electronics,3,2,16,Medium
953,3852,2023-02-09 17:00:00,157.39,Electronics,3,2,17,Medium
954,2019,2023-02-09 18:00:00,136.9,Groceries,3,2,18,Medium
955,1346,2023-02-09 19:00:00,319.07,Electronics,3,2,19,High
956,4182,2023-02-09 20:00:00,182.01,Clothing,3,2,20,Medium
957,2144,2023-02-09 21:00:00,252.61,Health,3,2,21,Medium
958,3481,2023-02-09 22:00:00,477.6,Groceries,3,2,22,High
959,4320,2023-02-09 23:00:00,372.33,Clothing,3,2,23,High
960,2731,2023-02-10 00:00:00,240.32,Health,4,2,0,Medium
961,3038,2023-02-10 01:00:00,493.28,Clothing,4,2,1,High
962,3763,2023-02-10 02:00:00,363.97,Clothing,4,2,2,High
963,3951,2023-02-10 03:00:00,274.75,Health,4,2,3,Medium
964,4754,2023-02-10 04:00:00,186.09,Electronics,4,2,4,Medium
965,2236,2023-02-10 05:00:00,30.01,Electronics,4,2,5,Low
966,2943,2023-02-10 06:00:00,12.54,Health,4,2,6,Low
967,4264,2023-02-10 07:00:00,445.93,Clothing,4,2,7,High
968,4037,2023-02-10 08:00:00,233.63,Electronics,4,2,8,Medium
969,4018,2023-02-10 09:00:00,176.98,Electronics,4,2,9,Medium
970,4521,2023-02-10 10:00:00,312.2,Health,4,2,10,High
971,3895,2023-02-10 11:00:00,114.27,Health,4,2,11,Medium
972,1473,2023-02-10 12:00:00,139.92,Clothing,4,2,12,Medium
973,4673,2023-02-10 13:00:00,369.86,Electronics,4,2,13,High
974,2432,2023-02-10 14:00:00,375.56,Electronics,4,2,14,High
975,3673,2023-02-10 15:00:00,458.85,Health,4,2,15,High
976,1154,2023-02-10 16:00:00,265.68,Clothing,4,2,16,Medium
977,2661,2023-02-10 17:00:00,392.14,Groceries,4,2,17,High
978,4648,2023-02-10 18:00:00,226.35,Electronics,4,2,18,Medium
979,2445,2023-02-10 19:00:00,98.64,Electronics,4,2,19,Low
980,3534,2023-02-10 20:00:00,396.02,Health,4,2,20,High
981,2188,2023-02-10 21:00:00,215.84,Electronics,4,2,21,Medium
982,2472,2023-02-10 22:00:00,23.93,Electronics,4,2,22,Low
983,3159,2023-02-10 23:00:00,338.62,Health,4,2,23,High
984,1988,2023-02-11 00:00:00,111.52,Clothing,5,2,0,Medium
985,3788,2023-02-11 01:00:00,368.63,Health,5,2,1,High
986,4066,2023-02-11 02:00:00,291.59,Groceries,5,2,2,Medium
987,3672,2023-02-11 03:00:00,159.83,Clothing,5,2,3,Medium
988,2202,2023-02-11 04:00:00,420.32,Health,5,2,4,High
989,3424,2023-02-11 05:00:00,412.77,Electronics,5,2,5,High
990,3010,2023-02-11 06:00:00,268.86,Groceries,5,2,6,Medium
991,4525,2023-02-11 07:00:00,433.23,Health,5,2,7,High
992,4507,2023-02-11 08:00:00,466.62,Groceries,5,2,8,High
993,1900,2023-02-11 09:00:00,84.29,Health,5,2,9,Low
994,1370,2023-02-11 10:00:00,36.82,Electronics,5,2,10,Low
995,4833,2023-02-11 11:00:00,10.12,Groceries,5,2,11,Low
996,1310,2023-02-11 12:00:00,297.57,Groceries,5,2,12,Medium
997,2571,2023-02-11 13:00:00,152.66,Clothing,5,2,13,Medium
998,2287,2023-02-11 14:00:00,282.39,Groceries,5,2,14,Medium
999,3306,2023-02-11 15:00:00,405.25,Electronics,5,2,15,High
